MSI_DO_YOU_AGREE	동의 하십니까?
MSI_DELETE_MER	^ff0000^ff0000용병을 삭제합니다.^000000^000000 삭제하실 경우 지금까지 키운 내역이 모두 삭제됩니다. 계속하시겠습니까?
MSI_MEMORIAL_DUN_OPEN	메모리얼던젼이 OPEN 상태입니다.
MSI_PHONE_BLOCK	위의 계정은 아직 통신 안전 키에 연결되지 않았습니다.  먼저 안전 키를 해제하신 뒤 게임에 접속해 주십시오.
MSI_BAN_PC_IP_LIMIT_ACCESS	한 아이피로 접속 가능한 유저수를 초과하였습니다.
MSI_QUESTGET	새로운 퀘스트를 받았습니다
MSI_FINDTEXT_TO_SKILLDES	^777777습득조건 : 
MSI_VIEW_SKILL_DESCRIPT	스킬 설명 보기
MSI_APPLY_SKILL_UP	사용된 스킬 포인트는 다시 되돌릴 수 없습니다. 적용하시겠습니까?
MSI_1TABNAME_SKILLWND	노비스·1차직업
MSI_2TABNAME_SKILLWND	2차·전승직업
MSI_RE17	불법프로그램을 사용하였거나            혹은 해킹을 시도한 계정입니다.              블럭종료시간 : %s
MSI_RE18	불법프로그램이 실행, 바이러스 감염, 또는 해킹툴이 설치되어 있을 가능성이 있습니다. 정상 클라이언트를 실행하여 주시기 바랍니다. 함께 만드는 밝은 라그나로크가 될 수 있도록 노력하고 있습니다.
MSI_WARNING_MSG3	당신은 지금 건강한 게임 시간 대에 있습니다, 즐거운 게임이 되시길 바랍니다
MSI_PLUSONLYJOBEXP	 몬스터 사냥을 통해 얻을 수 있는 Job경험치가 30분간 1.25배로 증가합니다.
MSI_PLUSEXP14532	 몬스터 사냥을 통해 얻을 수 있는 경험치가 30분간 1.2배로 증가합니다.
MSI_PLUSEXP14533	 몬스터 사냥을 통해 얻을 수 있는 경험치가 30분간 2배로 증가합니다.
MSI_PLUSEXP12312	 몬스터 사냥을 통해 얻을 수 있는 경험치가 60분간 1.5배로 증가합니다.
MSI_NOPARTY	이 맵에서는 파티를 결성할 수 없습니다.
MSI_NOPARTY2	(%s)님은 파티에 참여할 수 없는 맵에 있습니다.
MSI_SIMPLE_CASH_SHOP	간편아이템샵
MSI_SIMPLE_POINT_SHOP_NHN	소지 한코인 : %d 한코인
MSI_SIMPLE_POINT_SHOP	소지 캐시 : %d 캐시
MSI_SIMPLE_POINT_SHOP2	무료 캐시 : %d 캐시
MSI_MAIN_USER_CANONT_LOGIN_FREE_SERVER	본서버 유저는 프리서버에 접속할수 없습니다.
MSI_INVALID_ONETIMELIMIT	유효기간이 지난 비밀번호 입니다. 다시 로그인하여주십시오.
MSI_3TABNAME_SKILLWND	3차직업
MSI_USESKILL_FAIL_TOTARGET	이 스킬을 사용할 수 없는 대상입니다.
MSI_USESKILL_FAIL_ANCILLA_NUMOVER	안실라 소유 개수가 초과하여 스킬을 사용할 수 없습니다.
MSI_USESKILL_FAIL_HOLYWATER	성수가 필요합니다.
MSI_USESKILL_FAIL_ANCILLA	안실라가 필요합니다.
MSI_USESKILL_FAIL_DUPLICATE_RANGEIN	일정거리 내에 중복될 수 없습니다.
MSI_USESKILL_FAIL_NEED_OTHER_SKILL	이 스킬을 사용하기 위해서는 다른 스킬이 필요합니다.
MSI_NO_CHATTING	이 맵에서는 채팅을 할 수 없습니다.
MSI_VET_3HOUR	3시간이 지났습니다.
MSI_VET_5HOUR	5시간이 지났습니다.
MSI_NPGAMEMON_ERROR_GAMEGUARD	게임가드 초기화 에러 또는 구버전의 게임가드 파일입니다. 게임가드 셋업파일을 다시 설치하고 게임을 실행해 보시기 바랍니다.
MSI_NPGMUP_ERROR_PARAM	ini 파일이 없거나 변조되었습니다. 게임가드 셋업파일을 설치하면 해결 할 수 있습니다.
MSI_NPGG_ERROR_COLLISION	게임가드와 충돌 프로그램이 발견되었습니다.
MSI_PROOF_ERROR	잘못된 클라이언트입니다. 정상적인 클라이언트를 실행하여 주십시요.
MSI_MOBILE_LOCKSERVER	모바일 인증을 받아주시기 바랍니다.
MSI_FAILED_MOBILE_LOCKSERVER	모바일 인증에 실패하였습니다.
MSI_USESKILL_FAIL_NEED_HELPER	이스킬은 혼자서 사용할수 없습니다.
MSI_USESKILL_FAIL_INVALID_DIR	이스킬은 특정방향으로만 사용할수 있습니다.
MSI_USESKILL_FAIL_SUMMON	더이상 소환할수 없습니다.
MSI_USESKILL_FAIL_SUMMON_NONE	소환된 구체가 존재하지 않거나 부족합니다.
MSI_USESKILL_FAIL_IMITATION_SKILL_NONE	사용가능한 모방스킬이 존재하지 않습니다.
MSI_USESKILL_FAIL_DUPLICATE	이 스킬은 중복해서 사용할수 없습니다.
MSI_USESKILL_FAIL_CONDITION	스킬을 사용할수 없는 상태입니다.
MSI_PICKUP_MAXCOUNT_LIMIT	아이템별 최대 소지량을 초과하여 가질 수 없습니다.
MSI_NPK_ERROR_NOTADMIN	관리자 권한이 없습니다. 프로그램 최초 실행은 관리자 권한으로 실행하셔야 합니다.
MSI_NPK_ERROR_DRIVERVERSION	nProtect KeyCrypt 드라이버 버전이 맞지 않습니다. 시스템 재 부팅 후에 새로 실행 시켜 주십시오.
MSI_NPK_ERROR_VERIFYVERSION	WindowXP 호환성 모드를 사용하고 계십니다. 현재 프로그램에서 호환성 모드를 제거하였습니다. 프로그램을 새로 시작해 주십시오.
MSI_DETECT_PS2KEYLOGGER	PS/2 키로거가 존재합니다.
MSI_DETECT_USBKEYLOGGER	USB 키보드 드라이버 해킹 시도가 탐지되었습니다.
MSI_DETECT_HHDUSBH	HHD 모니터링 툴이 탐지되었습니다.
MSI_USESKILL_FAIL_PAINTBRUSH	페인트붓이 필요합니다.
MSI_USESKILL_FAIL_II_SURFACE_PAINTS	서페이스페인트가 필요합니다.
MSI_USESKILL_FAIL_POS	지정한 위치에 스킬을 사용할수 없습니다.
MSI_USESKILL_FAIL_HELPER_SP_INSUFFICIENT	도우미의 SP가 부족합니다.
MSI_BAN_OVER_CHARACTER_LIST	캐릭터 선택창의 캐릭터가 %d개를 초과하면 게임에 접속할 수 없습니다. 불필요한 캐릭터를 삭제해주십시오.
MSI_USESKILL_FAIL_II_NECK_CANDY	목캔디가 필요합니다.
MSI_USESKILL_FAIL_II_MISERABLE_TEAR	안타까운눈물이 필요합니다.
MSI_USESKILL_FAIL_II_PROTECT_NECK_CANDY	목 보호 캔디가 필요합니다.
MSI_USESKILL_FAIL_GC_WEAPONBLOCKING	웨폰 블로킹의 연계로만 사용가능합니다.
MSI_USESKILL_FAIL_GC_POISONINGWEAPON	길로틴크로스의 독을 바른 무기가 필요합니다.
MSI_USESKILL_FAIL_MADOGEAR	마도기어 탑승시에만 사용가능합니다.
MSI_USESKILL_FAIL_II_VULCANBULLET	발칸블릿이 필요합니다.
MSI_USESKILL_FAIL_II_FUELGAS	마도기어 연료가 필요합니다.
MSI_USESKILL_FAIL_II_COLDSLOWERBULLET	액체냉각탄이 필요합니다.
MSI_USESKILL_FAIL_CANONBALL	캐논볼을 장전 하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_ACCELERATION	미도기어 가속장치를 착용하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_HOVERING_BOOSTER	호버링부스터를 착용하세요.
MSI_TOXIN	[톡신] 독 효과가 무기에 적용되었습니다.
MSI_PARALYZE	[패럴라이즈] 독 효과가 무기에 적용되었습니다.
MSI_VENOMBLEED	[베놈블리드] 독 효과가 무기에 적용되었습니다.
MSI_MAGICMUSHROOM	[매직 머쉬룸] 독 효과가 무기에 적용되었습니다.
MSI_DEATHHURT	[데스 허트] 독 효과가 무기에 적용되었습니다.
MSI_PHYREXIA	[파이렉시아] 독 효과가 무기에 적용되었습니다.
MSI_OBLIANCURSE	[오블리비언 커즈] 독 효과가 무기에 적용되었습니다.
MSI_RICHEND	[리치 엔드] 독 효과가 무기에 적용되었습니다.
MSI_USESKILL_FAIL_MADOGEAR_HOVERING	호버링상태에서만 사용가능합니다.
MSI_USESKILL_FAIL_II_MADOGEAR_SELFDESTRUCTION_DEVICE	자폭장치를 장착하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_SHAPESHIFTER	셰이프쉬프터를 장착하세요.
MSI_USESKILL_FAIL_GUILLONTINE_POISON	길로틴독이 필요합니다.
MSI_USESKILL_FAIL_II_MADOGEAR_COOLING_DEVICE	냉각장치를 장착하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_MAGNETICFIELD_GENERATOR	자기장필드생성기를 착용하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_BARRIER_GENERATOR	베리어생성기를 착용하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_OPTICALCAMOUFLAGE_GENERATOR	광학미채발생기를 착용하세요.
MSI_USESKILL_FAIL_II_MADOGEAR_REPAIRKIT	리페어키트를 착용하세요.
MSI_USESKILL_FAIL_II_MONKEY_SPANNER	몽키 스패너가 필요합니다.
MSI_SKILLINTERVAL2	[%s] 스킬을 시전 할 수 없습니다.
MSI_LEMIT_DELETE_LEVEL	%d레벨 이상은 삭제가 불가능합니다.
MSI_USESKILL_FAIL_MADOGEAR_RIDE	마도기어 탑승시에는 사용 할 수 없습니다.
MSI_DRAGONOFF	드래곤 내리기
MSI_MADOOFF	마도기어 내리기
MSI_STORE_TABNAME_0	소비
MSI_STORE_TABNAME_1	캐쉬
MSI_STORE_TABNAME_2	방어구
MSI_STORE_TABNAME_3	무기
MSI_STORE_TABNAME_4	투사체
MSI_STORE_TABNAME_5	카드
MSI_STORE_TABNAME_6	기타
MSI_ERROR_HS_TIMEOUT	클라이언트 응답시간이 초과되어 연결이 끊어집니다.
MSI_ERROR_DIFF_CLIENT	핵쉴드 파일의 버전이 맞지 않습니다. 클라이언트를 재설치 해주십시오.
MSI_USESKILL_FAIL_SPELLBOOK	마법서가 필요합니다.
MSI_USESKILL_FAIL_SPELLBOOK_DIFFICULT_SLEEP	마법서가 너무 어려워서 졸음이 몰려온다.
MSI_USESKILL_FAIL_SPELLBOOK_PRESERVATION_POINT	보존포인트가 부족합니다.
MSI_USESKILL_FAIL_SPELLBOOK_READING	더이상 마법서를 읽을수 없습니다.
MSI_USESKILL_FAIL_II_FACE_PAINTS	페이스페인트가 필요합니다.
MSI_USESKILL_FAIL_II_MAKEUP_BRUSH	분장용붓이 필요합니다.
MSI_MOBILE_TIMEOVER	대기 시간이 초과하였습니다. 다시 로그인 해주십시오.
MSI_MOBILE_ANOTHER_LOGIN	위험! 이미 동일한 계정이 로그인 중에 있습니다. 잠시 모바일 인증 진행을 멈추시고 비번을 수정한 뒤 재 로그인 해주십시오.
MSI_MOBILE_WAITING_STATE	위험! 현재 동일한 계정이 모바일 인증 대기 중에 있습니다. 잠시 모바일 인증 진행을 멈추시고 비번을 수정한 뒤 재 로그인 해주십시오.
MSI_ESC_OPTIONWND	게임 옵션창
MSI_GRAPHIC_OPTIONWND	그래픽 설정
MSI_SOUND_OPTIONWND	사운드 설정
MSI_HOTKEYWND_NOTICE1	변경 할 단축키를 누르거나, 'ESC'키를 눌러 삭제 해 주세요.
MSI_HOTKEYWND_NOTICE2	단일 키로 지정 할 수 없는 키입니다.
MSI_HOTKEYWND_NOTICE3	지정 할 수 없는 키입니다.
MSI_HOTKEYWND_NOTICE4	\'%s\'에 사용된 단축키와 중복됩니다. 바꾸시겠습니까?
MSI_HOTKEYWND_NOTICE5	저장된 단축키 조합이 초기화 됩니다. 초기화 하시겠습니까?
MSI_HOTKEYWND_TAB1	스킬바
MSI_HOTKEYWND_TAB2	인터페이스
MSI_HOTKEYWND_TAB3	이모션
MSI_HOTKEYWND_TITLE	단축키 설정 창
MSI_BGM	배경음
MSI_SOUND	효과음
MSI_SKIN	스킨
MSI_TINGONLY_ON	채팅방 입장음만 소리남 On
MSI_TINGONLY_OFF	채팅방 입장음만 소리남 Off
MSI_EXPLAIN_TINGONLY	/tingonly : 채팅방 입장음만 들을수있게됩니다
MSI_EMOTION_ROCK	/주먹
MSI_EMOTION_SCISSOR	/가위
MSI_EMOTION_WRAP	/보
MSI_EMOTION_LUV	/러브
MSI_EMOTION_MOBILE	/mobile
MSI_EMOTION_MAIL	/mail
MSI_EMOTION_ANTENNA0	/antenna0
MSI_EMOTION_ANTENNA1	/antenna1
MSI_EMOTION_ANTENNA2	/antenna2
MSI_EMOTION_ANTENNA3	/antenna3
MSI_EMOTION_HUM2	/hum
MSI_EMOTION_ABS	/abs
MSI_EMOTION_OOPS	/oops
MSI_EMOTION_SPIT	/spit
MSI_EMOTION_ENE	/ene
MSI_EMOTION_PANIC	/panic
MSI_EMOTION_WHISP	/whisp
MSI_HOTKEY_NOTHING	지정안함
MSI_USESKILL_FAIL_CART	카트장착시에만 사용가능합니다.
MSI_USESKILL_FAIL_II_THORNS_SEED	[가시나무 씨앗]이 필요합니다.
MSI_USESKILL_FAIL_II_BLOOD_SUCKER_SEED	[흡혈 식물 씨앗]이 필요합니다.
MSI_USESKILL_FAIL_NO_MORE_SPELL	더이상 시전할수 없습니다.
MSI_USESKILL_FAIL_II_BOMB_MUSHROOM_SPORE	[폭탄버섯포자]가 필요합니다.
MSI_USESKILL_FAIL_II_GASOLINE_BOOMB	[화염병]이 필요합니다.
MSI_USESKILL_FAIL_II_OIL_BOTTLE	[기름병]이 필요합니다.
MSI_USESKILL_FAIL_II_EXPLOSION_POWDER	[폭발가루]가 필요합니다.
MSI_USESKILL_FAIL_II_SMOKE_POWDER	[연막가루]가 필요합니다.
MSI_USESKILL_FAIL_II_TEAR_GAS	[최루가스]가 필요합니다.
MSI_USESKILL_FAIL_II_HYDROCHLORIC_ACID_BOTTLE	[염산병]이 필요합니다.
MSI_USESKILL_FAIL_II_HELLS_PLANT_BOTTLE	[식인식물병]이 필요합니다.
MSI_USESKILL_FAIL_II_MANDRAGORA_FLOWERPOT	[만드라고라의 화분]이 필요합니다.
MSI_YIELD_PARTYMASTER	파티장 위임
MSI_DO_YOU_REALLY_WANT_YIELD_PARTYMASTER	정말 파티장을 위임하시겠습니까?
MSI_CANNOT_YIELD_PARTYMASTER	파티장을 위임 할 수 없습니다.
MSI_FAILED_CHANGE	변경불가
MSI_USESKILL_FAIL_NEED_ITEM	[%s] %d개가 필요합니다.
MSI_ITEM_REFINING_DOWNGRADE	제련 수치가 하향 조정 되었습니다.
MSI_USESKILL_FAIL_NEED_EQUIPMENT	[%s]를 장비하고 있어야 사용할 수 있습니다
MSI_BATTLEFIELD_LIST	전장 입장 설정
MSI_CANNOT_JOINTO_BATTLEFIELD	% 전장으로 이동 할 수 없는 상태가 되어 전장 신청이 취소 되었습니다.
MSI_COMPLETED_JOINTO_BATTLEFIELD	
MSI_DIFFER_JOINTO_BATTLEFIELD	% 전장 입장이 보류 되었습니다. 다른 플레이어를 기다립니다.
MSI_STATUS_JOINTO_BATTLEFIELD	
MSI_REQ_CANCEL_JOINTO_BATTLEFIELD	확인 단추를 누르면 전장 신청이 취소됩니다. 아래 단추를 클릭해 주세요.
MSI_CANCEL_JOINTO_BATTLEFIELD	%s 전장 입장 신청이 취소되었습니다.
MSI_MOVETO_BATTLEFIELD	잠시후 %s 전장으로 이동 합니다. 공간 이동을 위한 안정적인 상태를 확보해 주시길 바랍니다. (거래 및 공간 이동 기능 일시 중지됨)
MSI_BATTLEFIELD_NAME	전장 명칭
MSI_MOVETO_SAVEPOINT	정말 이동 하시겠습니까?
MSI_VIEW_SEEK_PARTY	파티원 찾기 메세지
MSI_UNVIEW_SEEK_PARTY	파티원 찾기 메세지 옵션이 꺼져있습니다.
MSI_SEEK_PARTY_DEALY	10초간 파티 지원 딜레이가 걸려있습니다.
MSI_NOTIFY_PARTY_ROLE_MASTER	 파티장은 '%s' 님 입니다.
MSI_ERROR_SYSTEM_ERROR_BATTLEFIELD	시스템 오류로 입장 할 수 없습니다.
MSI_ERROR_FULL_ESROOM_BATTLEFIELD	대기 인원 수 초과로 입장 할 수 없습니다.
MSI_ERROR_DOUBLE_OFFER_BATTLEFIELD	이미 신청 되었습니다.
MSI_ERROR_WAIT_TIMEOUT_BATTLEFIELD	대기 시간이 초과되어 등록이 취소 되었습니다.
MSI_ERROR_BATTLEFILD_ENTER_BATTLEFIELD	입장 조건이 맞지 않아, 등록이 취소 되었습니다.
MSI_ERROR_DROP_ENTRANCESTATION_BATTLEFIELD	오류가 발생하여 등록이 취소 되었습니다.
MSI_USESKILL_FAIL_COMBOSKILL	[%s]의 연계 스킬입니다.
MSI_USESKILL_FAIL_COMBOSKILL2	특정스킬 의 연계 스킬입니다.
MSI_USESKILL_FAIL_SPIRITS	기구체 %d 개가 필요합니다
MSI_USESKILL_FAIL_SPIRITS2	기구체가 필요합니다
MSI_RUNESTONE_MAKEERROR_OVERCOUNT	최대 소지량 보다 많은 룬스톤을 제작할 수 없습니다.
MSI_ERROR_LIST_OPEN_BATTLEFIELD	전장 리스트를 받을 수 없는 상태입니다. 확인 후 다시 시도 해 주세요.
MSI_ERROR_LEVEL_LIMIT_BATTLEFIELD	레벨이 부족하여 입장 할 수 없습니다.
MSI_UPGRADESKILLERROR_MORE_FIRSTJOBSKILL	 1차 직업 스킬 %d개를 더 올려 주십시오.
MSI_UPGRADESKILLERROR_MORE_SECONDJOBSKILL	 1차 혹은 2차 직업 스킬 %d개를 더 올려 주십시오.
MSI_ITEMSYOUCANCHANGE	변환 가능한 아이템
MSI_ITEMS_FOR_CHANGE	변환할 아이템
MSI_SKILL_RECIPE_NOTEXIST	변환이 불가능한 조합 입니다.
MSI_SKILL_INVENTORY_WEIGHT_OVER	인벤토리의 무게가 너무 무겁습니다.
MSI_SKILL_INVENTORY_KINDCNT_OVER	인벤토리의 공간을 확보해주세요.
MSI_SKILL_MATERIAL_FAIL	재료가 존재하지 않습니다.
MSI_SKILL_SUCCESS	성공하였습니다.
MSI_SKILL_FAIL	실패 하였습니다.
MSI_SKILL_FAIL_MATERIAL_DESTROY	실패하여 모든 재료가 사라졌습니다.
MSI_FAILED_CHANGE_TABNAME	지정하신 탭 이름이 너무 길어 변경 할 수 없습니다.
MSI_FAILED_ADD_TAB	더 이상 추가 할 수 없습니다.
MSI_FAILED_LOCKSERVER	인증에 실패 했습니다.
MSI_BOT_CHECK	자동 입력 방지
MSI_SKILL_FAIL_MATERIAL_IDENTITY	감정이 안된 아이템은 재료로 사용할 수 없습니다.
MSI_BAN_IP_BLOCK	접속하신 IP는 라그나로크 온라인 이용이 불가능 합니다. 고객 지원 센터 또는 홈페이지로 문의 해 주십시오.
MSI_BAN_INVALID_PWD_CNT	비밀번호가 6회 이상 잘못 입력되어 잠시 동안 접속이 제한됩니다. 고객님의 개인정보를 다시 한 번 확인해 주시길 바랍니다.
MSI_MIX_ACCEPT	합성에 사용한 아이템은 소모됩니다. 괜찮겠습니까?
MSI_BOT_CHECK_NOTIC	왼쪽에 보이는 글자 및 숫자조합을 입력해주세요.
MSI_DESCRIBE_BATTLEFIELD	전장 설명 - 
MSI_BATTLEFIELD_STATUS	입장 대기 상태 - 
MSI_BATTLEFIELD_HELP	전장 입장 신청 도움말
MSI_BAN_NOT_ALLOWED_JOBCLASS	죄송합니다. 해당 직업의 캐릭터는 현재 테스트를 위해서 접속이 금지됩니다.
MSI_REMOVE_EQUIPEDITEM	모든 장비 해제
MSI_MINI_ICON	미니 아이콘
MSI_BATTLEFIELD_TEAM	진영 A  :  진영 B
MSI_WAIT_STATUS	대기열
MSI_NOTIFY_BATTLEFIELD_CANCEL	전장 신청 취소 알림
MSI_BATTLEFIELD_COUNT	전장 필요 인원
MSI_BATTLEFIELD_ATEAM_COUNT	전장 A 대기 인원
MSI_BATTLEFIELD_BTEAM_COUNT	전장 B 대기 인원
MSI_BATTLEFIELD_ATEAM_WAIT	내 대기 상황 : %d(진영 A)
MSI_BATTLEFIELD_BTEAM_WAIT	내 대기 상황 : %d(진영 B)
MSI_SHOW_BATTLEFIELD_ICON	전장 아이콘을 보여줍니다.
MSI_DONT_SHOW_BATTLEFIELD_ICON	전장 아이콘을 보여주지 않습니다.
MSI_NOTIFY_BATTLEFIELD_MOVE	전장 이동 알림
MSI_NOTIFY_BATTLEFIELD_DEFER	전장 입장 보류 알림
MSI_WHO_IS	누군가
MSI_I_RECEIVED_DAMAGE	 [%s](으)로부터 '%d'의 데미지를 받았습니다.
MSI_PARTY_RECEIVED_DAMAGE	 [%s]님이 [%s](으)로부터 '%d'의 데미지를 받았습니다.
MSI_I_GAVE_DAMAGE	 [%s]에게 '%d'의 데미지를 주었습니다.
MSI_PARTY_GAVE_DAMAGE	 [%s]님이 [%s]에게 '%d'의 데미지를 주었습니다.
MSI_DROP_ITEM	%s %d 개 드롭
MSI_CLEAR_QUEST_MONSTER	 [%s]퀘스트의 [%s]몬스터를 처치하였습니다. (%d/%d)
MSI_DELETE_QUEST	%s 퀘스트가 삭제 되었습니다.
MSI_NOTIFY_WHO	[%s]님이 
MSI_NOTIFY_EXP	'%d'의 경험치를 
MSI_NOTIFY_JOBEXP	'%d'의 잡경험치를 
MSI_GET	획득했습니다.
MSI_LOSS	상실했습니다.
MSI_NOTIFY_STEAL_COIN	 [%s](으)로부터 '%d'의 코인을 스틸했습니다.
MSI_VIEW_COMBAT_MSG	전투 메시지
MSI_VIEW_PARTY_COMBAT_MSG	파티원 전투 메시지
MSI_VIEW_GETTING_EXP_MSG	획득 경험치
MSI_VIEW_PARTY_GETTING_EXP_MSG	파티원의 획득 경험치
MSI_VIEW_QUEST_INFO_MSG	퀘스트 정보 표시
MSI_VIEW_BATTLEFIELD_INFO_MSG	전장 정보 표시
MSI_NOTIFY_TARGET_WHO	[%s]에게 
MSI_NOTIFY_SKILL_TO_TARGET	[%s] 스킬을 사용합니다.
MSI_LOCK_MOUSE	기능제한상태
MSI_UNLOCK_MOUSE	기능제한해제상태
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN	[%s]님이 [%s](으)로부터 '%s' 를 획득 했습니다.
MSI_JOB_SWORDMAN	소드맨
MSI_JOB_MAGICIAN	매지션
MSI_JOB_ARCHER	아처
MSI_JOB_ACOLYTE	어콜라이트
MSI_JOB_MERCHANT	머첸트
MSI_JOB_THIEF	씨프
MSI_JOB_KNIGHT	나이트
MSI_JOB_PRIEST	프리스트
MSI_JOB_WIZARD	위저드
MSI_JOB_BLACKSMITH	블랙스미스
MSI_JOB_HUNTER	헌터
MSI_JOB_ASSASSIN	어새신
MSI_JOB_CRUSADER	크루세이더
MSI_JOB_MONK	몽크
MSI_JOB_SAGE	세이지
MSI_JOB_ROGUE	로그
MSI_JOB_ALCHEMIST	알케미스트
MSI_JOB_BARD	바드
MSI_JOB_DANCER	댄서
MSI_JOB_RUNE_KNIGHT	룬 나이트
MSI_JOB_WARLOCK	워록
MSI_JOB_RANGER	레인져
MSI_JOB_ARCHBISHOP	아크 비숍
MSI_JOB_MECHANIC	미케닉
MSI_JOB_GUILLOTINE_CROSS	길로틴 크로스
MSI_JOB_ROYAL_GUARD	로얄가드
MSI_JOB_SORCERER	소서러
MSI_JOB_MINSTREL	민스트럴
MSI_JOB_WANDERER	원더러
MSI_JOB_SURA	수라
MSI_JOB_GENETIC	제네릭
MSI_JOB_SHADOW_CHASER	쉐도우 체이서
MSI_JOB_SWORDMAN_H	소드맨 하이
MSI_JOB_MAGICIAN_H	매지션 하이
MSI_JOB_ARCHER_H	아처 하이
MSI_JOB_ACOLYTE_H	어콜라이트 하이
MSI_JOB_MERCHANT_H	머첸트 하이
MSI_JOB_THIEF_H	씨프 하이
MSI_JOB_KNIGHT_H	로드나이트
MSI_JOB_PRIEST_H	하이프리스트
MSI_JOB_WIZARD_H	하이위저드
MSI_JOB_BLACKSMITH_H	화이트스미스
MSI_JOB_HUNTER_H	스나이퍼
MSI_JOB_ASSASSIN_H	어새신크로스
MSI_JOB_CRUSADER_H	팔라딘
MSI_JOB_MONK_H	챔피온
MSI_JOB_SAGE_H	프로페서
MSI_JOB_ROGUE_H	스토커
MSI_JOB_ALCHEMIST_H	크리에이터
MSI_JOB_BARD_H	클로운
MSI_JOB_DANCER_H	집시
MSI_JOB_NOVICE	노비스
MSI_JOB_NOVICE_H	하이노비스
MSI_JOB_SUPERNOVICE	슈퍼노비스
MSI_JOB_GUNSLINGER	건슬링거
MSI_JOB_NINJA	닌자
MSI_JOB_TAEKWON	태권소년/소녀
MSI_JOB_STAR	권성
MSI_JOB_LINKER	소울링커
MSI_SEEK_PARTY_MEMBER	파티모집
MSI_SEEK_PARTY_LIST	파티 모집 리스트
MSI_SEEK_PARTY_CHECK	파티 모집 중
MSI_FAIL_NEED_EQUIPPED_BOW	[활]을 장착한 상태여야 합니다.
MSI_FAIL_NEED_EQUIPPED_INSTRUMENT_WHIP	[악기/채찍]을 장착한 상태여야 합니다.
MSI_BAD_CHAR	영문과 숫자만 사용가능합니다.
MSI_ALRAM	알림
MSI_FAIL_BUY_ITEM_INVALID_MCSTORE	상점 정보가 정확하지 않아 아이템 구매가 실패하였습니다.
MSI_CAN_DROP_ITEM_TO_ITEMWND	소지 아이템 창에서 버릴 수 있습니다.
