﻿MSI_DO_YOU_AGREE	你同意?
MSI_BATTLEFIELD_ATEAM_WAIT	我的待机状态:%d(A 组)
MSI_BATTLEFIELD_BTEAM_WAIT	我的待命状态:%d(B营)
MSI_SHOW_BATTLEFIELD_ICON	显示战场图标.
MSI_DONT_SHOW_BATTLEFIELD_ICON	战场图标未显示.
MSI_NOTIFY_BATTLEFIELD_MOVE	战场动向通知
MSI_NOTIFY_BATTLEFIELD_DEFER	战场进入暂停通知
MSI_WHO_IS	任何人
MSI_I_RECEIVED_DAMAGE	受到 [%s] 的"%d"伤害.
MSI_PARTY_RECEIVED_DAMAGE	[%s] 受到 [%s] 的"%d"伤害.
MSI_I_GAVE_DAMAGE	对 [%s] 造成"%d"伤害.
MSI_PARTY_GAVE_DAMAGE	[%s] 对 [%s] 造成了"%d"伤害.
MSI_DROP_ITEM	%s %d 掉落
MSI_CLEAR_QUEST_MONSTER	击败 [%s] 任务的 [%s] 怪物. (%d/%d)
MSI_DELETE_QUEST	%s 任务已被删除.
MSI_NOTIFY_WHO	[%s]
MSI_NOTIFY_EXP	"%d"的经历
MSI_NOTIFY_JOBEXP	'%d'的各种经历
MSI_GET	获得.
MSI_LOSS	我把它弄丢了.
MSI_NOTIFY_STEAL_COIN	"%d"硬币从 [%s] 被盗.
MSI_VIEW_COMBAT_MSG	战斗讯息
MSI_VIEW_PARTY_COMBAT_MSG	队伍战斗留言
MSI_VIEW_GETTING_EXP_MSG	获得的经验
MSI_VIEW_PARTY_GETTING_EXP_MSG	队员获得的经验
MSI_VIEW_QUEST_INFO_MSG	显示任务信息
MSI_VIEW_BATTLEFIELD_INFO_MSG	显示战场信息
MSI_NOTIFY_TARGET_WHO	至 [%s]
MSI_NOTIFY_SKILL_TO_TARGET	使用 [%s] 技能.
MSI_LOCK_MOUSE	功能限制状态
MSI_UNLOCK_MOUSE	功能限制解除状态
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN	[%s] 从 [%s] 获得"%s".
MSI_JOB_SWORDMAN	剑侠
MSI_JOB_MAGICIAN	魔术师
MSI_JOB_ARCHER	射手
MSI_JOB_ACOLYTE	侍僧
MSI_JOB_MERCHANT	商人
MSI_JOB_THIEF	贼
MSI_JOB_KNIGHT	骑士
MSI_JOB_PRIEST	牧师
MSI_JOB_WIZARD	向导
MSI_JOB_BLACKSMITH	铁匠
MSI_JOB_HUNTER	猎人
MSI_JOB_ASSASSIN	刺客
MSI_JOB_CRUSADER	十字军
MSI_JOB_MONK	僧
MSI_JOB_SAGE	圣人
MSI_JOB_ROGUE	日志
MSI_JOB_ALCHEMIST	炼金术士
MSI_JOB_BARD	诗人
MSI_JOB_DANCER	舞蹈家
MSI_JOB_RUNE_KNIGHT	符文骑士
MSI_JOB_WARLOCK	术士
MSI_JOB_RANGER	护林员
MSI_JOB_ARCHBISHOP	大主教
MSI_JOB_MECHANIC	机械
MSI_JOB_GUILLOTINE_CROSS	断头台十字架
MSI_JOB_ROYAL_GUARD	皇家卫队
MSI_JOB_SORCERER	巫师
MSI_JOB_MINSTREL	吟游诗人
MSI_JOB_WANDERER	流浪者
MSI_JOB_SURA	苏拉
MSI_JOB_GENETIC	通用的
MSI_JOB_SHADOW_CHASER	暗影追击者
MSI_JOB_SWORDMAN_H	剑侠高
MSI_JOB_MAGICIAN_H	魔术师高中
MSI_JOB_ARCHER_H	弓箭手高
MSI_JOB_ACOLYTE_H	侍僧高中
MSI_JOB_MERCHANT_H	商业高中
MSI_JOB_THIEF_H	小偷嗨
MSI_JOB_KNIGHT_H	骑士勋爵
MSI_JOB_PRIEST_H	大祭司
MSI_JOB_WIZARD_H	高阶巫师
MSI_JOB_BLACKSMITH_H	怀特史密斯
MSI_JOB_HUNTER_H	狙击手
MSI_JOB_ASSASSIN_H	刺客十字
MSI_JOB_CRUSADER_H	圣骑士
MSI_JOB_MONK_H	冠军
MSI_JOB_SAGE_H	教授
MSI_JOB_ROGUE_H	跟踪者
MSI_JOB_ALCHEMIST_H	创造者
MSI_JOB_BARD_H	小丑
MSI_JOB_DANCER_H	吉普赛人
MSI_JOB_NOVICE	新手
MSI_JOB_NOVICE_H	嗨,新手
MSI_JOB_SUPERNOVICE	超级新手
MSI_JOB_GUNSLINGER	枪手
MSI_JOB_NINJA	忍者
MSI_JOB_TAEKWON	跆拳男孩/소녀
MSI_JOB_STAR	权成
MSI_JOB_LINKER	灵魂链接者
MSI_SEEK_PARTY_MEMBER	队员招募
MSI_SEEK_PARTY_LIST	队员招募名单
MSI_SEEK_PARTY_CHECK	招募方
MSI_FAIL_NEED_EQUIPPED_BOW	必须安装 [활].
MSI_FAIL_NEED_EQUIPPED_INSTRUMENT_WHIP	必须安装 [악기/채찍].
MSI_BAD_CHAR	只能使用英文字母和数字.
MSI_ALRAM	警报
MSI_FAIL_BUY_ITEM_INVALID_MCSTORE	由于商店信息不正确,商品购买失败.
MSI_CAN_DROP_ITEM_TO_ITEMWND	您可以从拥有项目窗口中丢弃它.
MSI_TIME	小时
MSI_MAP	地图
MSI_CANT_USE_WHEN_OPENED_EXCHANGEWND	交易状态下,无法使用物品或穿戴装备/해제를.
MSI_HOTKEY_UNKOWN	未指定值
MSI_EXPLAIN_STATEINFO	/stateinfo:显示状态图标的说明.开 关
MSI_SHOW_STATEINFO_ON	状态信息打开:显示状态图标的说明.
MSI_SHOW_STATEINFO_OFF	状态信息 关:不显示状态图标的说明.
MSI_LIMIT_BUY_ITEM2	您一次购买的同一商品不得超过 %d.
MSI_LIMIT_SELL_ITEM	您一次销售的同一商品不得超过 %d.
MSI_CAN_BUY_ITEM_NUM	可供购买的商品总数为 %d.
MSI_SAVE_HOTKEY_TO_FILE	正常终止时,设置将保存在 [%s\\%s] 中.
MSI_CHARACTER_IS_BUSY	[%s] 目前无法接收交换请求.
MSI_RO_HELP	RO_HELP
MSI_HAVENOT_ANVIL	铁砧不存在.
MSI_WHISPER_BLOCK_NOVICE_LEVEL10	新手10级以下禁止窃窃私语.
MSI_JOB_ATTACKER	攻击
MSI_JOB_TANKER	防御
MSI_JOB_HEALER	恢复
MSI_JOB_ASSISTANCE	协助
MSI_DESCRIBE_PARTY_BOOKING	与队员招募相关的命令
MSI_GUILD_ALLY_REQUEST_DISABLE	公会联盟申请不可
MSI_GUILD_HOSTILE_REQUEST_DISABLE	无法申请公会敌意.
MSI_FRIEND_ADD_FALSE_AGIT	在藏身处地图上无法添加好友.
MSI_BUYINGSTORE_MAKEWND_TITLE	采购摊位开业
MSI_BUYINGSTORE_MAKEWND_PRICE	购买价格:
MSI_BUYINGSTORE_MAKEWND_MYZENY	持有量:
MSI_BUYINGSTORE_MAKEWND_LIMITZENY	购买限额
MSI_BUYINGSTORE_MAKEWND_ADDITEM	您还没有注册要购买的商品.请注册您要购买的商品
MSI_BUYINGSTORE_MAKEWND_INPUTPRICE	%s 请输入商品的价格.
MSI_BUYINGSTORE_MAKEWND_REINPUTPRICE	%s 请输入低于 9999 万 Zeny 的商品价格.
MSI_BUYINGSTORE_MAKEWND_INPUTNUM	%s 请输入商品的购买数量.
MSI_BUYINGSTORE_MAKEWND_REINPUTNUM	%s 该物品的拥有数量和购买数量之和为 9999 或更多.请输入 9999 或更少的数量.
MSI_BUYINGSTORE_MAKEWND_DUPLICATEITEM	有重复的项目.
MSI_BUYINGSTORE_MAKEWND_INPUTLIMITZENY	请输入限额
MSI_BUYINGSTORE_MAKEWND_REINPUTLIMITZENY	您输入的限额超出了您拥有的金额.请重新设置
MSI_BUYINGSTORE_MAKEWND_ITEMLIST	%s  :  %s  Zeny => %s EA
MSI_BUYINGSTORE_MIRRORBUYITEMLIST	可供购买的物品清单
MSI_BUYINGSTORE_MYSHOPWND_TITLE	我的采购摊位
MSI_BUYINGSTORE_MYSHOPWND_LIMITZENY	限额:%s Zeny
MSI_BUYINGSTORE_MYSHOPWND_ITEMINFO	%s %s Zeny %d 狗
MSI_BUYINGSTORE_SHOPWND_TITLE	采购摊位
MSI_BUYINGSTORE_MIRRORSELLWND_TITLE	可供出售的物品清单
MSI_BUYINGSTORE_SELLWND_LIMITNUM	可供销售的商品总数为 %d.
MSI_BUYINGSTORE_SELLWND_LACKBUYERZENY	您出售的商品不能超过购买摊位的限额.
MSI_BUYINGSTORE_OPEN_FAILED	购买商店开设失败.
MSI_BUYINGSTORE_OVERWEIGHT	物品总重量超出持有限制 %d.请重新设置.
MSI_BUYINGSTORE_TRADE_OVERLIMITZENY	您已购买了达到限额的所有商品.
MSI_BUYINGSTORE_TRADE_BUYCOMPLETE	所有物品均已购买.
MSI_BUYINGSTORE_TRADE_LACKBUYERZENY	由于买家余额不足,交易失败.
MSI_BUYINGSTORE_TRADE_SELLCOMPLETE	%s %d 单位售价为 %dz.
MSI_BUYINGSTORE_TRADE_OVERCOUNT	%s 该商品无法出售,因为数量大于所需的购买数量.
MSI_USESKILL_FAIL_EL_SUMMON	灵魂无法被召唤.
MSI_AGAINSTSERVERSIEGEWARFARE_RESTRICTION	这是服务器联盟战的限制.
MSI_OTP_MUST_6_CHAR	OTP 密码为 6 位数字.
MSI_DB_ERROR	没有 OTP 信息.请联系您的管理员.
MSI_OTP_FAILED	OTP 身份验证失败.
MSI_PARTY_BOOKING_NOTIFY	添加了队伍招募广告
MSI_PARTY_BOOKING_REQURT	招聘
MSI_PARTY_BOOKING_TYPE	角色
MSI_PARTY_BOOKING_TYPE_1	主要工作
MSI_PARTY_BOOKING_TYPE_2	副业
MSI_PARTY_BOOKING_TYPE_3_1	3-主要工作
MSI_PARTY_BOOKING_TYPE_3_2	第3-2份工作
MSI_PARTY_BOOKING_TYPE_1PLUS	继任第一份工作
MSI_PARTY_BOOKING_TYPE_2PLUS	继任第二份工作
MSI_PARTY_BOOKING_TYPE_ETC	其他职业
MSI_PARTY_BOOKING_REQURTING	招聘
MSI_PARTY_BOOKING_REQURT_TIP	我们正在招募队员.
MSI_PARTY_BOOKING_SEARCH	搜索 -
MSI_PARTY_BOOKING_ALL_SELECT	选择全部
MSI_PARTY_BOOKING_ERR1	至少一项工作必须正在招聘.
MSI_PARTY_BOOKING_ERR2	您必须至少选择一种职业.
MSI_PARTY_BOOKING_ERR3	已选择 %d 个职位.您最多只能选择 6 个职业.
MSI_PARTY_BOOKING_ERR4	级别中不能包含数字以外的字符.
MSI_PARTY_BOOKING_ERR5	请输入 1 到 150 之间的数字作为级别.
MSI_DISABLE_COSTUMEITEM_MAP	服装装备在此地图上不可见.
MSI_CANNOT_EQUIP_ITEM_LEVEL	你还没有达到可以佩戴该物品的等级.
MSI_CANNOT_USE_ITEM_LEVEL	您尚未达到可以使用该物品的级别.
MSI_CHATMODE_ONOFF	激活聊天模式 开 关
MSI_OVER_TABSIZE	选项卡大小已超出选项卡大小,无法添加.
MSI_SET_CHATINFO	窗口显示信息
MSI_SELL	销售
MSI_BUY	购买
MSI_SEARCH_STOREINFO	摊位搜寻
MSI_STORE_NAME	摊位名称
MSI_SEARCH_ITEM_COUNT	数量
MSI_SEARCH_ITEM_PRICE	价格
MSI_SSI_FAILED_OVER_MAXCOUNT	搜索结果太多.请详细输入您的搜索词.
MSI_OPEN_SEARCH_STORE	你想开那个摊位吗?
MSI_SSO_FAILED	SSO 身份验证失败.
MSI_ZONE_MOVE_FAIL	目前您无法移动到该区域.
MSI_SEARCH_INCLUDED	搜索包含单词的项目
MSI_WITHDREW_USERS	该用户已退出.
MSI_DIDNOT_AGREE	我不同意使用该游戏.
MSI_ACCOUNT_DOESNOT_EXIST	该帐户不存在.
MSI_AGE_RESTRICTIONS	该游戏适合 12 岁及以上儿童.
MSI_ACCOUNT_BLOCK	帐户盗窃调查的阻止状态.
MSI_BUG_BLOCK	错误调查的阻止状态.
MSI_PLUSEXP75	通过狩猎怪物获得的基础经验和工作经验增加75%,持续30分钟.
MSI_PLUSEXP50	通过狩猎怪物获得的基础和职业经验增加50%,持续30分钟.
MSI_FAIL_OPEN_STORE	没有销售(购买)信息.
MSI_SSI_FAILED_SEARCH_CNT	您无法再搜索.
MSI_SSI_FAILED_ITEM_DOES_NOT_EXIST	项目名称不存在.
MSI_SSI_FAILED_LIMIT_SERACH_TIME	您还无法搜索.
MSI_SSI_TOOLTIP_OF_SERACHING_THE_CARD	输入卡名或前缀(后缀)
MSI_SSI_REST_OF_NUMBER_OF_SEARCHES	剩余搜索次数:%d
MSI_SSI_FAILED_SEARCH_STORE	没有找到摊位.
MSI_SSI_FAILED_PRICE_ISNOT_VALID	商品价格范围不正确.
MSI_GENERAL_EQUIPMENT	通用设备
MSI_COSTUME_EQUIPMENT	服装设备
MSI_MINUTE	分钟
MSI_SECOND	蜡烛
MSI_SSI_FAILED_ENTER_THE_NAME_OF_ITEM	请输入商品名称.
MSI_SSI_FAILED_NAME_OF_ITEM_DOES_NOT_EXIST	项目名称不存在.
MSI_NOT_EXIST_ENTRYMAP	没有无障碍地图.
MSI_SSI_FAILED_NAME_OF_CARD_DOES_NOT_EXIST	卡名或前缀(后缀)不存在.
MSI_CASH_FAILED_TOTAL_CNT	一次可以购买 10 种类型.
MSI_CASH_FAILED_BUY_SOME	购买某些物品失败.
MSI_ENTER_PEOPLE_BIRTH	输入您的 6 位数出生日期. (例如:801122)
MSI_RESULT_FAIL_UNKNOWN	发生未知错误.
MSI_RESULT_FAIL_DATABASE	发生数据库错误.
MSI_RESULT_FAIL_GUILD	要删除角色,您必须退出公会.
MSI_RESULT_FAIL_PARTY	要删除角色,您必须退出队伍.
MSI_RESULT_FAIL_CONFIGURATION	由于系统设置原因,无法删除.
MSI_RESULT_FAIL_DATE	现在还没到删除的时候.
MSI_RESULT_FAIL_BIRTH	出生日期不匹配.
MSI_USESKILL_FAIL_RELATIONGRADE	缺乏亲密感.
MSI_USESKILL_FAIL_STYLE_CHANGE_FIGHTER	风格变更仅适用于战斗机模式.
MSI_USESKILL_FAIL_STYLE_CHANGE_GRAPPLER	只能在风格改变抓斗模式下使用.
MSI_PARTY_REGISTRATION_FAILED	队伍注册失败
MSI_PARTY_SEARCH_FAILED	没有搜索条件列表.
MSI_PARTY_AD_DELETE_FAILED	删除广告失败.
MSI_PARTY_NOT_EXIST_AD	失败是因为没有符合条件的广告.
MSI_REFUSE_SSO_NOT_PAY_USER	没有付款信息.
MSI_SCREENSHOT_FOR_EXCHANGE	兑换时截图
MSI_SCREENSHOT_FOR_EXCHANGE_CHARNAME	[거래_%s]
MSI_NOTIFY_NEO_INSURANCE_ITEM_USE	当你死亡时,你可以防止你拥有的物品损失经验值.
MSI_TALK	对话
MSI_MACRO_DUPLICATE	不可能重复使用.
MSI_MACRO_POSTDELAY	有使用限制.
MSI_MACRO_NOT_POSTDELAY	目前没有使用限制.
MSI_SSO_ERROR_MSG	由于意外原因连接失败.请联系管理员.
MSI_REFUSE_SSO_AUTH_INVALID_TOKEN	连接信息认证失败.
MSI_REFUSE_SSO_AUTH_INVALID_USER	您是未注册用户.
MSI_REFUSE_SSO_AUTH_INVALID_AGE	由于年龄限制,您无法使用该帐户访问该服务器.
MSI_NC_BUY	购买
MSI_NC_BLANK	空购物车
MSI_NC_FIRSTPAGE	第一页
MSI_NC_LASTPAGE	最后一页
MSI_NC_CAT1	新的
MSI_NC_CAT2	人气
MSI_NC_CAT3	局限性
MSI_NC_CAT4	租赁设备
MSI_NC_CAT5	永久装备
MSI_NC_CAT6	浅黄色
MSI_NC_CAT7	恢复
MSI_NC_CAT8	ETC
MSI_NC_COST	价格
MSI_NC_NUM	数量
MSI_NC_COUNT	狗
MSI_NC_FREECASH	空闲点数:%s C
MSI_NC_CASH	携带点数:%s C
MSI_CALLMONSTER_FAIL_AREA	该区域不能召唤怪物.
MSI_BUY_CASH_FAIL2	自由现金使用量超过总金额
MSI_MACRO_SAVE_DATA	设置保存在 [SaveData_ExMacro%d] 中.
MSI_ITEM_REUSE_LIMIT_SECOND	大约 %d 秒后可用
MSI_FAIL_NEED_EQUIPPED_SPEAR	必须安装 [창].
MSI_USESKILL_FAIL_DRAGON	只能在骑龙时使用.
MSI_OVER_CONNECT_USER	对此服务器的访问权限已被超出,因此无法进入.
MSI_AUTHENTICATE	真实姓名尚未得到验证.前往实名认证网站
MSI_SELECT_SAVESLOT	请选择要保存的位置
MSI_BROADCASTING_SPECIAL_ITEM_OBTAIN2	%s,恭喜.您得到了"%s"!
MSI_NOTUSE_GROOMY	不能在修饰状态下使用.
MSI_BUYINGSTORE_OVERFLOW_MONEY	购买物品的总数量超过了角色可以拥有的最大数量.
MSI_PREVENT_PARTY_JOIN	在当前地图上无法加入队伍.
MSI_PREVENT_PARTY_LEAVE	在当前地图上无法离开队伍.
MSI_PREVENT_PARTY_EXPEL	在当前地图上无法开除队员.
MSI_SDO_REALNAME	实际陈述
MSI_SDO_ID_NUMBER	身份证号码
MSI_SDO_EMAIL	电子邮件
MSI_SDO_WRONG_VALUE	输入不正确
MSI_MCSTORE_FAIL_SELLER_MONEY_GIVE	由于对方角色超过了 Zeny 持有量上限,因此无法进行交易.
MSI_INVALID_CLASS	这不是工作.
MSI_INVALID_GENDER	不属于那种性别.
MSI_SUCCESS_AUTHENTICATE	您的信息已成功验证.
MSI_INVALID_REALNAME	名称不匹配.请重写.
MSI_INVALID_IDNUMBER	您的身份证号码不匹配.请重写.
MSI_INVALID_AUTHENTICATE	目前服务存在问题.请稍后重试.
MSI_CANNOT_ATTACK_IN_RIDING_STATE	骑马时无法攻击.
MSI_CANNOT_USE_SKILL_IN_RIDING_STATE	骑行时无法施放技能.
MSI_STORE_PASSWORD_4_6	密码必须为 4 位或更少.
MSI_SECOND_PASSWORD_LOGIN_SUCCESS	安全认证成功.
MSI_SECOND_PASSWORD_MAKE_SUCCESS	安全密码已成功创建.
MSI_SECOND_PASSWORD_DEL_SUCCESS	您已删除您的安全密码.
MSI_SECOND_PASSWORD_EDIT_SUCCESS	安全密码已被修改.
MSI_SECOND_PASSWORD_LOGIN_FAILED	这是一个不正确的密码. (%dhoenam-eum)
MSI_SECOND_PASSWORD_MAKE_FAILED	创建安全密码失败.
MSI_SECOND_PASSWORD_DEL_FAILED	删除安全密码失败.
MSI_SECOND_PASSWORD_EDIT_FAILED	修改安全密码失败.
MSI_SECOND_PASSWORD_EDIT_RESTRICT_PW	您输入的密码无法使用.
MSI_SECOND_PASSWORD_EDIT_PERSONALNUM_PW	不能使用居民登记号码.
MSI_SECOND_PASSWORD_MAKE_DUPLICATED_PW	密码已存在.
MSI_SECOND_PASSWORD	安全密码
MSI_SECOND_PASSWORD_INPUT	为了账户安全,我们建议设置额外的密码.
MSI_SECOND_PASSWDRD_NOT_AVAILABLE_SUCCESS	不要使用安全密码.
MSI_SECOND_PASSWDRD_NOT_AVAILABLE_FAILED	启用安全密码失败.
MSI_SECOND_PASSWDRD_AVAILABLE_SUCCESS	使用安全密码.将从下次登录开始应用.
MSI_SECOND_PASSWDRD_AVAILABLE_FAILED	启用安全密码失败.
MSI_SECOND_PASSWORD_INFO_1	设置额外的密码以保护您的帐户.
MSI_SECOND_PASSWORD_INFO_2	使用鼠标单击下面数字按钮上的 4 位数字.
MSI_SECOND_PASSWORD_INFO_3	如果输入错误密码超过3次,则结束.
MSI_MACRO_ITEM	ITEM
MSI_MACRO_SKILL	SKILL
MSI_MACRO_TACTIC	TACTIC
MSI_MACRO_ETC	ETC
MSI_MACRO_COMBAT	COMBAT
MSI_MACRO_NON_COMBAT	NON-COMBAT
MSI_MACRO_BUFF	BUFF
MSI_MACRO_AUTO_EQUIPED	AUTO EQUIPED
MSI_MACRO_1ST_ATTACK	1st. ATTACK
MSI_MACRO_ATTACK	ATTACK
MSI_MACRO_NEXT_ATK_TIME	Next attack time : 
MSI_MACRO_WHEN_DIED	When died
MSI_MACRO_WHEN_INVITED_PARTY	When invited to a party
MSI_MACRO_PICKUP_ITEM	Pickup Item
MSI_MACRO_OVERWEIGHT	Over 85% Weight
MSI_BUSY	请完成正在进行的任务(NPC对话,制造......)后重试.
MSI_PLUSONLYJOBEXP2	通过怪物狩猎获得的工作经验增加%.2f倍,持续%d分钟.
MSI_MACRO_SAVE	SaveData_ExMacro%d
MSI_MACRO_SAVE_DATA2	设置保存在 [%s] 中.
MSI_SECOND_PASSWORD_LEVEL	安全等级
MSI_RESULT_FAIL_CHAR_DELETE	该角色当前在队伍或公会中,无法删除.
MSI_USESKILL_FAIL_NEER_WALL	只能在墙壁或物体附近使用.
MSI_SEEK_PARTY_SET	%s:等级 %d %s 队伍.
MSI_FAIELD_RIDING_OVERLAPPED	骑马时不能使用缰绳物品.
MSI_USESKILL_FAIL_NEED_EXP_1PERCENT	该技能需要1%经验.
MSI_EXP_MSG	经验:
MSI_DROP_MSG	掉落率:
MSI_DEATH_MSG	死刑:
MSI_BASIC_EXP_MSG	%d%%(电脑房 %d%% + TPLUS %d%% + 高级版 %d%% + %s 服务器 %d%%)
MSI_USESKILL_FAIL_CHORUS_SP_INSUFFICIENT	队员施展合唱技能的SP量不足.
MSI_CHARACTER_IS_OVER_COUNT	由于对方角色拥有的物品类型数量超过限制,因此无法进行交易.
MSI_CHARACTER_IS_EACHITEM_OVER_COUNT	由于对方角色超出了该物品的拥有限制,因此无法进行交易.
MSI_PURCHASE_FAIL_EACHITEM_COUNT	无法购买该物品,因为它超出了拥有限制.
MSI_PARTY_FAILED_TIMEOUT	等待广告登记.
MSI_UNEXCEPTION_MSG1ST	请使用\r\nRagnarok 官方网站 -> 客户中心 -> 联系我们\r\n 发送以下文件和文本.
MSI_INGAMBA_BILLING_ZSVR_ERROR	计费系统发生错误 (%d)
MSI_CASH_FAILED_RUNE_OVERCOUNT	由于拥有的符文物品数量超出,购买失败.
MSI_CASH_FAILED_EACHITEM_OVERCOUNT	由于单件商品数量超出限制,购买失败.
MSI_CASH_FAILED_UNKOWN	由于发生未知错误,购买失败.
MSI_CASH_FAILED_BUSY	请稍后重试.
MSI_USESKILL_FAIL_NEED_EQUIPMENT_KUNAI	只能与装备了苦无物品的情况下使用.
MSI_SEEK_PARTY_LEVEL_HELP	请输入招募的最低级别.
MSI_FAILED_GET_ITEM_FROM_ZONEDA	无法从风之子代理 NPC 处收到物品.请在小窗户内预留一些空间.
MSI_USESKILL_FAIL_SIZE	该技能只能在攻城战中使用.
MSI_USESKILL_FAIL_TOTARGET_PLAYER	该技能只有玩家才能使用.
MSI_CAN_NOT_EQUIP_ITEM_FORBID	禁止佩戴.
MSI_USESKILL_FAIL_THERE_ARE_NPC_AROUND	在您当前的位置无法创建商店和聊天室.
MSI_REPLAY_ELAPSEDTIME	Elapsed time: %d:%d:%d / %d:%d:%d
MSI_REPLAY_SPEED1_4	Speed : X 1/4 
MSI_REPLAY_SPEED1_2	Speed : X 1/2 
MSI_REPLAY_SPEED1	Speed : X 1   
MSI_REPLAY_SPEED2	Speed : X 2   
MSI_REPLAY_SPEED4	Speed : X 4   
MSI_REPLAY_SPEED8	Speed : X 8   
MSI_REPLAY_SPEED16	Speed : X 16  
MSI_REPLAY_SPEEDUNKNOWN	速度:未知
MSI_REPLAY_CHRVICEINFO	Service Info : %s
MSI_REPLAY_CHARACTERNAME	Character Name : %s
MSI_REPLAY_MAPNAME	Map Name : %s
MSI_REPLAY_RECORDTIME	Record Time: %d-%01d-%01d %d: %02d: %02d
MSI_REPLAY_PLAYTIME	Play Time: %02d: %02d: %02d
MSI_REPLAY_NOREPLAYFILE	No Replay File.
MSI_REPLAY_SERVERNOMATCH	Server No Matching
MSI_REPLAY_REPLAYOPTIONSETTING	Replay Option Setting
MSI_REPLAY_ENTERTHEFILENAME	请输入文件名.
MSI_REPLAY_SETREPLAYSAVEDATA	Set Replay Save Data
MSI_REPLAY_SETRECOPTION	Set Rec Option
MSI_REPLAY_GAGEPOS1	%.1f %% Pos☞:%d:%d:%d
MSI_REPLAY_GAGEPOS2	%.1f %% Pos☞:无法移动
MSI_REPLAY_START	Start
MSI_REPLAY_STOP	Stop
MSI_REPLAY_START2	Input FileName -> Start
MSI_REPLAY_OPENOPTION	Open Option
MSI_REPLAY_CLOSEOPION	Close Option
MSI_REPLAY_END	End
MSI_REPLAY_TIME	Time
MSI_REPLAY_PARTYFRIEND	队伍与好友
MSI_REPLAY_CHAT	聊天
MSI_REPLAY_SHORTCUTS	快捷键
MSI_REPLAY_AUTOMATICFILENAME	自动生成文件名
MSI_REPLAY_CHECKINGFILE	文件重复检查
MSI_REPLAY_THESAMEFILEEXISTS	存在相同的文件.
MSI_REPLAY_RECORDSTART	Record Start
MSI_REPLAY_RECORDEND	 is Saved.
MSI_WEIGHT	Weight : %3d / %3d
MSI_TOTAL	Total : %s C
MSI_FAIL_NEED_EQUIPPED_SYURIKEN	必须安装 [수리검].
MSI__BASIC_MSG_BASE	Base Lv. %d
MSI__BASIC_MSG_JOB	Job Lv. %d
MSI_BASIC_MSG_ZENY	Zeny : %s
MSI_GRAPHIC_MSG_TRILINEAR	Trilinear
MSI_GRAPHIC_MSG_ATTACK	attack
MSI_GRAPHIC_MSG_SKILL	skill
MSI_GRAPHIC_MSG_ITEM	item
MSI_GRAPHIC_MSG_NOCTRL	NoCtrl
MSI_GRAPHIC_MSG_BATTLE	战场
MSI_CHARACTER_MSG_CHARACTERTOTALSLOT	(Character/Total Slot)
MSI_CHARACTER_MSG_PREMIUMSERVICE	Premium Service
MSI_CHARACTER_MSG_PREMIUM	Premium 
MSI_CHARACTER_MSG_SERVICE	Service
MSI_CHARACTER_MSG_BILLINGSERVICE	Billing Service
MSI_CHARACTER_MSG_BILLING	Billing 
MSI_MSG_COMMANDLIST	Command List
MSI_SEEK_PARTY_LEVEL	LEVEL
MSI_SEEK_PARTY_MAP	MAP
MSI_SEEK_PARTY_JOB	JOB
MSI_MSG_NOTAVAILABLE	Not Available
MSI_MSG_SUPERNOVICE_CHOPOKGI_CAPPEDLEVEL	[수호 천사의 보호] 达到最高等级时无法使用.
MSI_CHANGE_CHARACTER_SLOT	您确定要移动吗?
MSI_CHANGE_CHARACTER_SLOT_FAILED	无法移动角色槽.
MSI_CHARACTERNAME_ERROR	角色名称不正确.
MSI_QUEST_DISPLAY_ONOFF	任务视图窗口
MSI_SHUTDOWN_ALERT_MSG	根据青少年保护法规定,16岁以下顾客在00:00至6:00期间使用游戏将受到限制.
MSI_BAN_SHUTDOWN_TEENAGER	根据青少年保护法,16岁以下顾客限制在00:00至6:00期间使用游戏,并关闭游戏.
MSI_FAILED_RENAME_BELONGS_TO_GUILD	要更改角色名称,您必须退出公会.
MSI_FAILED_RENAME_BELONGS_TO_PARTY	要更改角色名称,您必须离开队伍.
MSI_FAILED_RENAME_UNKOWN	由于未知错误,更改角色名称失败.
MSI_CHARSLOT_CHANGE_DUPLICATE	角色槽的改变已经成为可能. (%d)
MSI_CHARNAME_CHANGE_DUPLICATE	已经可以更改角色名称了. (%d)
MSI_FAILED_RENAME_OVER_LENGTH	更改角色名称失败,因为您尝试更改的名称长度超过最大大小.
MSI_FAILED_RENAME_PREVENTNAM	更改角色名称失败,因为其中包含无法使用的单词.
MSI_FAILED_RENAME_FORBIDDEN	更改角色名称失败,因为禁止更改名称.
MSI_COMPLETE_HUNTING_QUEST	完全的
MSI_PLUSEXP_VALUE	%d 分钟获得的经验增加 %d%%.
MSI_PARTY_RECALL_TIME	距离召唤还剩 %02d 秒.
MSI_PARTY_RECALL_INFO	队长将您召唤到 %s (%s).召唤时,会消耗 %d zeny.
MSI_RECALL_TARGET	召唤目标
MSI_PARTY_BLACKLIST	阻止列表
MSI_PARTY_CF_PAY	%d Jenny 用于发布队伍招募广告.
MSI_PARTY_CF_PAY_SHORTAGE_COST	我们没有足够的Zeny来发布队伍招募广告.
MSI_PARTY_ADD_OK	) 队员批准
MSI_PARTY_ADD_REFUSES	) 拒绝加入
